English,Nepali
demonstration,प्रदर्शन
governmental,सरकारी
manufactured,निर्मित
candles,मोमबत्ती
graduation,स्नातक
mega,मेगा
bend,बाङ्गो
sailing,जलयात्रा
variations,भेरिएसनहरूमा
moms,आमाहरु
sacred,पवित्र
addiction,लत
morocco,मोरक्को
chrome,क्रोम
tommy,टमी
springfield,स्प्रिङफिल्ड
refused,इन्कार गरे
brake,ब्रेक
exterior,बाहिरी
greeting,ग्रीटिंग
ecology,पारिस्थितिकी
oliver,Oliver
congo,कंगो
glen,ग्लेन
botswana,बोट्सवाना
nav,NAV
delays,ढिलाइ
synthesis,संश्लेषण
olive,जैतून
undefined,अपरिभाषित
unemployment,बेरोजगारी
cyber,साइबर
verizon,Verizon
scored,गोल
enhancement,वृद्धि
newcastle,न्यूक्यासल
clone,क्लोन
velocity,वेग
lambda,लाम्ब्डा
relay,रिले
composed,बनेको
tears,आँसु
performances,प्रदर्शन
oasis,उद्यानलाई
baseline,आधारलाइन
cab,ट्याक्सी
angry,क्रोधित
fa,एफए
societies,समाजमा
silicon,सिलिकन
brazilian,ब्राजिलियन
identical,समान
petroleum,पेट्रोलियम
compete,प्रतिस्पर्धा
ist,IST
norwegian,नर्वेजियन
lover,प्रेमी
belong,सम्बन्धित
honolulu,होनोलुलु
beatles,बीटल्स
lips,ओठ
retention,अवधारणा
exchanges,आदानप्रदान
pond,तालाब
rolls,रोल
thomson,थमसन
barnes,बार्न्स
soundtrack,ध्वनि
wondering,सोच
malta,माल्टा
daddy,बाबाले
lc,LC
ferry,नौका
rabbit,खरायोको
profession,पेशा
seating,बस्ने
dam,बाँध
cnn,सीएनएन
separately,अलग
physiology,शरीर विज्ञान
lil,Lil
collecting,जम्मा गर्दै
das,Das
exports,निर्यात
omaha,ओमाहा
tire,टायर
participant,सहभागी
scholarships,छात्रवृत्ति
recreational,मनोरंजन
dominican,डोमिनिकन
chad,चाड
electron,इलेक्ट्रन
loads,भार
friendship,मित्रता
heather,Heather
passport,राहदानी
motel,मोटेल
unions,यूनियन
treasury,खजाना
warrant,पक्राउ पुर्जी
sys,sys
solaris,सोलारिस
frozen,स्थिर
occupied,कब्जा
josh,जोश
royalty,रोयल्टी
scales,तराजू
rally,र्याली
observer,अवलोकनकर्ताले
sunshine,घाम
strain,तनाव
drag,तान्नुहोस्
ceremony,समारोह
somehow,तरिका
arrested,पक्राउ
expanding,विस्तार
provincial,प्रान्तीय
investigations,अनुसन्धानहरूले
icq,ICQ
ripe,पाकेको
yamaha,YAMAHA
rely,भरोसा
medications,दबाइहरु
hebrew,हिब्रू
gained,प्राप्त
rochester,रोचेस्टर
dying,मर्ने
laundry,लाँड्री
stuck,अड्केको
solomon,सुलेमान
placing,राख्दै
stops,स्टपहरू
homework,गृहकार्य
adjust,समायोजन
assessed,मूल्यांकन
advertiser,विज्ञापनदाता
enabling,सक्षम
encryption,गुप्तिकरण
filling,भर्नको
downloadable,डाउनलोड
sophisticated,परिष्कृत
imposed,लगाएको
silence,मौन
scsi,SCSI
focuses,केंद्रित
soviet,सोभियत
possession,सम्पत्तिको
cu,घन
laboratories,प्रयोगशालाहरुमा
treaty,सन्धि
vocal,गायन
trainer,प्रशिक्षक
organ,अंग
stronger,बलियो
volumes,मात्रा
advances,अग्रिम
vegetables,तरकारी
lemon,कागति
toxic,विषाक्त
dns,DNS
thumbnails,थम्बनेल
darkness,अन्धकार
pty,Pty
ws,ws
nuts,पागल
nail,नङ
bizrate,bizrate
vienna,भियना
implied,टैग:
span,span
stanford,स्टैनफोर्ड
sox,sox
stockings,मोजा
joke,मजाक
respondent,प्रतिवादीको
packing,पैकिंग
statute,विधान
rejected,अस्वीकार
satisfy,सन्तुष्ट गर्नु
destroyed,नष्ट
shelter,आश्रय
chapel,मण्डप
gamespot,GameSpot
manufacture,निर्माण
layers,तहहरू
wordpress,WordPress
guided,निर्देशित
vulnerability,समस्याका
accountability,उत्तरदायित्व
celebrate,मनाउन
accredited,मान्यता प्राप्त
appliance,उपकरण
compressed,संकुचित
bahamas,बहामास
powell,पावेल
mixture,मिश्रण
bench,पीठ
univ,univ
tub,टब
rider,सवार
scheduling,निर्धारण
radius,अर्धव्यास
perspectives,दृष्टिकोण
mortality,मृत्यु दर
logging,लग
hampton,Hampton
christians,मसीहीहरूले
borders,सीमाना
therapeutic,चिकित्सकीय
pads,पैड
butts,Butts
inns,सराय
bobby,बबी
impressive,प्रभावशाली
sheep,भेडा
accordingly,तदनुसार
architect,नक्शा वा रुपरेखा तयार पार्ने व्यक्ति
railroad,रेल
lectures,लेक्चर
challenging,चुनौतीपूर्ण
wines,मदिरा
nursery,नर्सरी
harder,कठिन
cups,कप
ash,खरानी
microwave,माइक्रोवेव
cheapest,सस्ता
accidents,दुर्घटना
travesti,travesti
relocation,स्थानांतरण
stuart,स्टुअर्ट
contributors,योगदानकर्ता
salvador,साल्भाडोर
ali,अली
salad,सलाद
np,NP
monroe,Monroe
tender,कोमल
violations,उल्लंघन
foam,फोम
temperatures,तापमान
paste,टाँस्न
clouds,बादल
competitions,प्रतियोगिताहरु
discretion,विवेक
tft,TFT
tanzania,तान्जानिया
preserve,संरक्षण
jvc,JVC
poem,कविता
unsigned,अहस्ताक्षरित
staying,रहन
cosmetics,कस्मेटिक्स
easter,इस्टर
theories,सिद्धान्त
repository,रिपोजिटरी
praise,प्रशंसा
jeremy,जेरेमी
venice,भेनिस
concentrations,एकाग्रता
estonia,इस्टोनिया
christianity,ख्रीष्टियन
veteran,अनुभवी
streams,प्रवाहको
landing,अवतरण
signing,साइन
executed,कार्यान्वयन
katie,katie
negotiations,वार्ता
realistic,व्यावहारिक
dt,DT
cgi,CGI
showcase,प्रदर्शन
integral,अभिन्न
asks,सोध्छन्
relax,आराम
namibia,नामिबिया
generating,जनन
christina,क्रिस्टिना
congressional,कांग्रेस
synopsis,सार
hardly,मुश्किलले
prairie,घांसको मैदान
reunion,पुनर्मिलन
composer,संगीतकार
bean,सेम
sword,तरवार
absent,अनुपस्थित
photographic,फोटो
sells,SELLS
ecuador,इक्वेडर
hoping,आशा
accessed,पहुँचा
spirits,आत्माको
modifications,संशोधनहरू
coral,कोरल
pixel,पिक्सेल
float,फ्लोट
colin,कलिन
bias,पूर्वाग्रह
imported,आयात
paths,बाटो
bubble,बबल
por,POR
acquire,अधिग्रहण
contrary,विपरीत
millennium,मिलेनियम
tribune,ट्रिब्यून
vessel,पोत
acids,एसिड
focusing,ध्यान
viruses,भाइरस
cheaper,सस्तो
admitted,दाखिल भएको
dairy,दुग्ध
admit,स्वीकार
mem,सदस्य
fancy,फैंसी
equality,समानता
samoa,सामोआ
gc,जीसी
achieving,प्राप्त
tap,ट्याप गर्नुहोस्
stickers,पर्चा
fisheries,माछा
exceptions,अपवाद
reactions,प्रतिक्रिया
leasing,पट्टे
lauren,लरेन
beliefs,विश्वास
ci,सीआई
macromedia,Macromedia
companion,साथी
